,docs,topics
23159,"40 % of all republicans when called always say they are voting democrat .. you can all go out to vote and it wont make much difference , the hard work",0
23160,he is so right ! when i got a call they asked me if i was voting for biden and democratic party line ? i asked what do you think who will i be voting for,1
23161,"helmut norpoth , a political science professor at stony brook university -- who forecasted trump 's 2016 win eight months ahead of the election and has accurately predicted 25 out of 27 elections predicts a trump to",0
23162,vote trump out!,0
23163,"a good time , and might cheer them up . please do not let it ruin your life when trump wins again .",0
23164,republicans totally failed to stand up to trump. democrats stand up to trump in many instances  why will voter vote for republicans over democrats?,0
23165,people forget it. just vote. make sure everyone vote. keep in mind trump folks have the power to cheat and will cheat. please vote blue. vote biden,-1
23166,cnn : let 's see who will win this time . we 'll ask politico and real clear politics . tuesday night : did you not see,0
23167,vote trump 2020!,-1
23168,vote trump 2020.. vote for justice,-1
23169,"i am extremely concerned about this because it reveals who we are not who we pretend to be . go vote do not sit back and talk shit , go vote",0
23170,election dsy off to watch tv ... thier was a national poll here in canada to see who we would vote for .. biden 84 % ... trump 12 % .. rest undesided or no answer .... the only place,1
23171,"if donald trump got votes from people over at china & north korea, he still stand a chance to win. come on trump fly out now.",-1
23172,. they are awful . they were also wrong in 2016 but was the only one who said trump would win the electoral college . a clock that stands still will be right twice in 24 hrs,0
23173,just because you registered as a party doesn mean you vote that way. i know someone who full blown republican they may not vote down the ballot democratic but trump has disappointed and disgusted her - vote vote vote,0
23174,how anyone can vote for the f'it and f'all covid trump simply supports a liar and the virus! not complicated!,-1
23175,"if biden wins it early, trump cannot even use the supreme court to steal the election.",1
23176,"mr trump can sure bring in the people at his rally.im from san mateo ca.everyone is voting for trump,its not the 3rd yet",0
23177,"if you are too embarrassed to say who you voted for , should n't that be a red flag to you ? i actually saw a trump ad where",0
23178,this is gonna be so funny when trump is elected again.... these cnn polls are trash .maga trump 2020 !!! get out and vote for our president folks.. end this media madness,0
23179,"wishful thinking at best .... cnn , give it up ! president trump will win re-election . embrace the reality ! joe biden is not fit to be president of the united states ...",-1
23180,what a lier trump is and very jelous of obama i think trump is a parisite and must be squashed like a bug he is ! biden harris will win,1
23181,and the republicans fail to recognize that america will not allow trump to have a second term . either biden wins or there will be a very bloody civil war compliments of donald trump 's campaign to destroy the united,1
23182,its 2016 all over again. trump landslide incoming. biden is a bum. get out and vote for the only real choice!,1
23183,"like they have dominion over the world has not brought righteousness , truth/peace/love , and justice . get out and vote for jesus to take his rightful place on the earth as king of kings and lord of lords ,",-1
